	Anoalb	Anoatr	Anochr	Anocul	Anodar	Anodir	Anoepi	Anofar	Anofun	Anogam	Anomac	Anomin	Anosin	Anoste
OG0019229								Anofar_AFAF012974-RA						
OG0019230								Anofar_AFAF013473-RA						
OG0019231								Anofar_AFAF018113-RA						
OG0019232								Anofar_AFAF008735-RA						
OG0019233								Anofar_AFAF005573-RA						
OG0019234								Anofar_AFAF011217-RA						
OG0019235								Anofar_AFAF019294-RA						
OG0019236								Anofar_AFAF003202-RA						
OG0019237								Anofar_AFAF004475-RA						
OG0019238								Anofar_AFAF018076-RA						
OG0019239								Anofar_AFAF015931-RA						
OG0019240								Anofar_AFAF016006-RA						
OG0019241								Anofar_AFAF017994-RA						
OG0019242								Anofar_AFAF017062-RA						
OG0019243								Anofar_AFAF012922-RA						
OG0019244								Anofar_AFAF013140-RA						
OG0019245								Anofar_AFAF016838-RA						
OG0019246								Anofar_AFAF019989-RA						
OG0019247								Anofar_AFAF009756-RA						
OG0019248								Anofar_AFAF007644-RA						
OG0019249								Anofar_AFAF001840-RA						
OG0019250								Anofar_AFAF003933-RA						
OG0019251								Anofar_AFAF020617-RA						
OG0019252								Anofar_AFAF000474-RA						
OG0019253								Anofar_AFAF016988-RA						
OG0019254								Anofar_AFAF012737-RA						
OG0019255								Anofar_AFAF015392-RA						
OG0019256								Anofar_AFAF007695-RA						
OG0019257								Anofar_AFAF012772-RA						
OG0019258								Anofar_AFAF017044-RA						
OG0019259								Anofar_AFAF005207-RA						
OG0019260								Anofar_AFAF000750-RA						
OG0019261								Anofar_AFAF002555-RA						
OG0019262								Anofar_AFAF001300-RA						
OG0019263								Anofar_AFAF002762-RA						
OG0019264								Anofar_AFAF019130-RA						
OG0019265								Anofar_AFAF017256-RA						
OG0019266								Anofar_AFAF011943-RA						
OG0019267								Anofar_AFAF005371-RA						
OG0019268								Anofar_AFAF015076-RA						
OG0019269								Anofar_AFAF020236-RA						
OG0019270								Anofar_AFAF007770-RA						
OG0019271								Anofar_AFAF017895-RA						
OG0019272								Anofar_AFAF002847-RA						
OG0019273								Anofar_AFAF018513-RA						
OG0019274								Anofar_AFAF019178-RA						
OG0019275								Anofar_AFAF009024-RA						
OG0019276								Anofar_AFAF011590-RA						
OG0019277								Anofar_AFAF000568-RA						
OG0019278								Anofar_AFAF008358-RA						
OG0019279								Anofar_AFAF019646-RA						
OG0019280								Anofar_AFAF009519-RA						
OG0019281								Anofar_AFAF007785-RA						
OG0019282								Anofar_AFAF009409-RA						
OG0019283								Anofar_AFAF015374-RA						
OG0019284								Anofar_AFAF013410-RA						
OG0019285								Anofar_AFAF004465-RA						
OG0019286								Anofar_AFAF016573-RA						
OG0019287								Anofar_AFAF009987-RA						
OG0019288								Anofar_AFAF010304-RA						
OG0019289								Anofar_AFAF008320-RA						
OG0019290								Anofar_AFAF018757-RA						
OG0019291								Anofar_AFAF008908-RA						
OG0019292								Anofar_AFAF009966-RA						
OG0019293								Anofar_AFAF010371-RA						
OG0019294								Anofar_AFAF015249-RA						
OG0019295								Anofar_AFAF020196-RA						
OG0019296								Anofar_AFAF003102-RA						
OG0019297								Anofar_AFAF013103-RA						
OG0019298								Anofar_AFAF008190-RA						
OG0019299								Anofar_AFAF016037-RA						
OG0019300								Anofar_AFAF013236-RA						
OG0019301								Anofar_AFAF003930-RA						
OG0019302								Anofar_AFAF005056-RA						
OG0019303								Anofar_AFAF006105-RA						
OG0019304								Anofar_AFAF005946-RA						
OG0019305								Anofar_AFAF001168-RA						
OG0019306								Anofar_AFAF012104-RA						
OG0019307								Anofar_AFAF009894-RA						
OG0019308								Anofar_AFAF005460-RA						
OG0019309								Anofar_AFAF011878-RA						
OG0019310								Anofar_AFAF014980-RA						
OG0019311								Anofar_AFAF009745-RA						
OG0019312								Anofar_AFAF011787-RA						
OG0019313								Anofar_AFAF006074-RA						
OG0019314								Anofar_AFAF008427-RA						
OG0019315								Anofar_AFAF008207-RA						
OG0019316								Anofar_AFAF011617-RA						
OG0019317								Anofar_AFAF018859-RA						
OG0019318								Anofar_AFAF017896-RA						
OG0019319								Anofar_AFAF003345-RA						
OG0019320								Anofar_AFAF012964-RA						
OG0019321								Anofar_AFAF014462-RA						
OG0019322								Anofar_AFAF009043-RA						
OG0019323								Anofar_AFAF011460-RA						
OG0019324								Anofar_AFAF018667-RA						
OG0019325								Anofar_AFAF007847-RA						
OG0019326								Anofar_AFAF009049-RA						
OG0019327								Anofar_AFAF017641-RA						
OG0019328								Anofar_AFAF003725-RA						
OG0019329								Anofar_AFAF006521-RA						
OG0019330								Anofar_AFAF019827-RA						
OG0019331								Anofar_AFAF016481-RA						
OG0019332								Anofar_AFAF012793-RA						
OG0019333								Anofar_AFAF013784-RA						
OG0019334								Anofar_AFAF002040-RA						
OG0019335								Anofar_AFAF010727-RA						
OG0019336								Anofar_AFAF002829-RA						
OG0019337								Anofar_AFAF002542-RA						
OG0019338								Anofar_AFAF001666-RA						
OG0019339								Anofar_AFAF017047-RA						
OG0019340								Anofar_AFAF019283-RA						
OG0019341								Anofar_AFAF000317-RA						
OG0019342								Anofar_AFAF015921-RA						
OG0019343								Anofar_AFAF013242-RA						
OG0019344								Anofar_AFAF007234-RA						
OG0019345								Anofar_AFAF007895-RA						
OG0019346								Anofar_AFAF001775-RA						
OG0019347								Anofar_AFAF012565-RA						
OG0019348								Anofar_AFAF002100-RA						
OG0019349								Anofar_AFAF007979-RA						
OG0019350								Anofar_AFAF014705-RA						
OG0019351								Anofar_AFAF001466-RA						
OG0019352								Anofar_AFAF001888-RA						
OG0019353								Anofar_AFAF018702-RA						
OG0019354								Anofar_AFAF018439-RA						
OG0019355								Anofar_AFAF006915-RA						
OG0019356								Anofar_AFAF010223-RA						
OG0019357								Anofar_AFAF004016-RA						
OG0019358								Anofar_AFAF012188-RA						
OG0019359								Anofar_AFAF017008-RA						
OG0019360								Anofar_AFAF000466-RA						
OG0019361								Anofar_AFAF018420-RA						
OG0019362								Anofar_AFAF015274-RA						
OG0019363								Anofar_AFAF000208-RA						
OG0019364								Anofar_AFAF011575-RA						
OG0019365								Anofar_AFAF005431-RA						
OG0019366								Anofar_AFAF019554-RA						
OG0019367								Anofar_AFAF000316-RA						
OG0019368								Anofar_AFAF011753-RA						
OG0019369								Anofar_AFAF020303-RA						
OG0019370								Anofar_AFAF018624-RA						
OG0019371								Anofar_AFAF003338-RA						
OG0019372								Anofar_AFAF012766-RA						
OG0019373								Anofar_AFAF012459-RA						
OG0019374								Anofar_AFAF017025-RA						
OG0019375								Anofar_AFAF012127-RA						
OG0019376								Anofar_AFAF016372-RA						
OG0019377								Anofar_AFAF008254-RA						
OG0019378								Anofar_AFAF016314-RA						
OG0019379								Anofar_AFAF014818-RA						
OG0019380								Anofar_AFAF007036-RA						
OG0019381								Anofar_AFAF012845-RA						
OG0019382								Anofar_AFAF011411-RA						
OG0019383								Anofar_AFAF014717-RA						
OG0019384								Anofar_AFAF021727-RA						
OG0019385								Anofar_AFAF010083-RA						
OG0019386								Anofar_AFAF008852-RA						
OG0019387								Anofar_AFAF020911-RA						
OG0019388								Anofar_AFAF003534-RA						
OG0019389								Anofar_AFAF001377-RA						
OG0019390								Anofar_AFAF007197-RA						
OG0019391								Anofar_AFAF002268-RA						
OG0019392								Anofar_AFAF018933-RA						
OG0019393								Anofar_AFAF017566-RA						
OG0019394								Anofar_AFAF008832-RA						
OG0019395								Anofar_AFAF000141-RA						
OG0019396								Anofar_AFAF019145-RA						
OG0019397								Anofar_AFAF000716-RA						
OG0019398								Anofar_AFAF005426-RA						
OG0019399								Anofar_AFAF015336-RA						
OG0019400								Anofar_AFAF019288-RA						
OG0019401								Anofar_AFAF001129-RA						
OG0019402								Anofar_AFAF015226-RA						
OG0019403								Anofar_AFAF020478-RA						
OG0019404								Anofar_AFAF015012-RA						
OG0019405								Anofar_AFAF013904-RA						
OG0019406								Anofar_AFAF009165-RA						
OG0019407								Anofar_AFAF012180-RA						
OG0019408								Anofar_AFAF015325-RA						
OG0019409								Anofar_AFAF020409-RA						
OG0019410								Anofar_AFAF018292-RA						
OG0019411								Anofar_AFAF006255-RA						
OG0019412								Anofar_AFAF006721-RA						
OG0019413								Anofar_AFAF005974-RA						
OG0019414								Anofar_AFAF009506-RA						
OG0019415								Anofar_AFAF004434-RA						
OG0019416								Anofar_AFAF007215-RA						
OG0019417								Anofar_AFAF018631-RA						
OG0019418								Anofar_AFAF019651-RA						
OG0019419								Anofar_AFAF015268-RA						
OG0019420								Anofar_AFAF008164-RA						
OG0019421								Anofar_AFAF020688-RA						
OG0019422								Anofar_AFAF017404-RA						
OG0019423								Anofar_AFAF010566-RA						
OG0019424								Anofar_AFAF003549-RA						
OG0019425								Anofar_AFAF003994-RA						
OG0019426								Anofar_AFAF000551-RA						
OG0019427								Anofar_AFAF016892-RA						
OG0019428								Anofar_AFAF007989-RA						
OG0019429								Anofar_AFAF011898-RA						
OG0019430								Anofar_AFAF001746-RA						
OG0019431								Anofar_AFAF012014-RA						
OG0019432								Anofar_AFAF011815-RA						
OG0019433								Anofar_AFAF006849-RA						
OG0019434								Anofar_AFAF016580-RA						
OG0019435								Anofar_AFAF008266-RA						
OG0019436								Anofar_AFAF005423-RA						
OG0019437								Anofar_AFAF004329-RA						
OG0019438								Anofar_AFAF017219-RA						
OG0019439								Anofar_AFAF006850-RA						
OG0019440								Anofar_AFAF003017-RA						
OG0019441								Anofar_AFAF016805-RA						
OG0019442								Anofar_AFAF000391-RA						
OG0019443								Anofar_AFAF019480-RA						
OG0019444								Anofar_AFAF010262-RA						
OG0019445								Anofar_AFAF013870-RA						
OG0019446								Anofar_AFAF019677-RA						
OG0019447								Anofar_AFAF000202-RA						
OG0019448								Anofar_AFAF000116-RA						
OG0019449								Anofar_AFAF015591-RA						
OG0019450								Anofar_AFAF008025-RA						
OG0019451								Anofar_AFAF017072-RA						
OG0019452								Anofar_AFAF003327-RA						
OG0019453								Anofar_AFAF017603-RA						
OG0019454								Anofar_AFAF001292-RA						
OG0019455								Anofar_AFAF016529-RA						
OG0019456								Anofar_AFAF015509-RA						
OG0019457								Anofar_AFAF019038-RA						
OG0019458								Anofar_AFAF008599-RA						
OG0019459								Anofar_AFAF003602-RA						
OG0019460								Anofar_AFAF013797-RA						
OG0019461								Anofar_AFAF014208-RA						
OG0019462								Anofar_AFAF009794-RA						
OG0019463								Anofar_AFAF018808-RA						
OG0019464								Anofar_AFAF002027-RA						
OG0019465								Anofar_AFAF006816-RA						
OG0019466								Anofar_AFAF014403-RA						
OG0019467								Anofar_AFAF016770-RA						
OG0019468								Anofar_AFAF003492-RA						
OG0019469								Anofar_AFAF008913-RA						
OG0019470								Anofar_AFAF001367-RA						
OG0019471								Anofar_AFAF019849-RA						
OG0019472								Anofar_AFAF019025-RA						
OG0019473								Anofar_AFAF004841-RA						
OG0019474								Anofar_AFAF016246-RA						
OG0019475								Anofar_AFAF017037-RA						
OG0019476								Anofar_AFAF020044-RA						
OG0019477								Anofar_AFAF009311-RA						
OG0019478								Anofar_AFAF020557-RA						
OG0019479								Anofar_AFAF005018-RA						
OG0019480								Anofar_AFAF000678-RA						
OG0019481								Anofar_AFAF003253-RA						
OG0019482								Anofar_AFAF018736-RA						
OG0019483								Anofar_AFAF010702-RA						
OG0019484								Anofar_AFAF006868-RA						
OG0019485								Anofar_AFAF016195-RA						
OG0019486								Anofar_AFAF013819-RA						
OG0019487								Anofar_AFAF008344-RA						
OG0019488								Anofar_AFAF014729-RA						
OG0019489								Anofar_AFAF014605-RA						
OG0019490								Anofar_AFAF016178-RA						
OG0019491								Anofar_AFAF018787-RA						
OG0019492								Anofar_AFAF010494-RA						
OG0019493								Anofar_AFAF009345-RA						
OG0019494								Anofar_AFAF015779-RA						
OG0019495								Anofar_AFAF015791-RA						
OG0019496								Anofar_AFAF007120-RA						
OG0019497								Anofar_AFAF004642-RA						
OG0019498								Anofar_AFAF014035-RA						
OG0019499								Anofar_AFAF020884-RA						
OG0019500								Anofar_AFAF004671-RA						
OG0019501								Anofar_AFAF000588-RA						
OG0019502								Anofar_AFAF000657-RA						
OG0019503								Anofar_AFAF014774-RA						
OG0019504								Anofar_AFAF020486-RA						
OG0019505								Anofar_AFAF002587-RA						
OG0019506								Anofar_AFAF017019-RA						
OG0019507								Anofar_AFAF020479-RA						
OG0019508								Anofar_AFAF003098-RA						
OG0019509								Anofar_AFAF019537-RA						
OG0019510								Anofar_AFAF008586-RA						
OG0019511								Anofar_AFAF019934-RA						
OG0019512								Anofar_AFAF019728-RA						
OG0019513								Anofar_AFAF009868-RA						
OG0019514								Anofar_AFAF002376-RA						
OG0019515								Anofar_AFAF015286-RA						
OG0019516								Anofar_AFAF013150-RA						
OG0019517								Anofar_AFAF003480-RA						
OG0019518								Anofar_AFAF014132-RA						
OG0019519								Anofar_AFAF009395-RA						
OG0019520								Anofar_AFAF006895-RA						
OG0019521								Anofar_AFAF019422-RA						
OG0019522								Anofar_AFAF011139-RA						
OG0019523								Anofar_AFAF011790-RA						
OG0019524								Anofar_AFAF015699-RA						
OG0019525								Anofar_AFAF001321-RA						
OG0019526								Anofar_AFAF017519-RA						
OG0019527								Anofar_AFAF009478-RA						
OG0019528								Anofar_AFAF017125-RA						
OG0019529								Anofar_AFAF010056-RA						
OG0019530								Anofar_AFAF008193-RA						
OG0019531								Anofar_AFAF017965-RA						
OG0019532								Anofar_AFAF001449-RA						
OG0019533								Anofar_AFAF010218-RA						
OG0019534								Anofar_AFAF009282-RA						
OG0019535								Anofar_AFAF003295-RA						
OG0019536								Anofar_AFAF005209-RA						
OG0019537								Anofar_AFAF000893-RA						
OG0019538								Anofar_AFAF002188-RA						
OG0019539								Anofar_AFAF015248-RA						
OG0019540								Anofar_AFAF010498-RA						
OG0019541								Anofar_AFAF003699-RA						
OG0019542								Anofar_AFAF008058-RA						
OG0019543								Anofar_AFAF005792-RA						
OG0019544								Anofar_AFAF000726-RA						
OG0019545								Anofar_AFAF017926-RA						
OG0019546								Anofar_AFAF014477-RA						
OG0019547								Anofar_AFAF014304-RA						
OG0019548								Anofar_AFAF000454-RA						
OG0019549								Anofar_AFAF003186-RA						
OG0019550								Anofar_AFAF000004-RA						
OG0019551								Anofar_AFAF005829-RA						
OG0019552								Anofar_AFAF008345-RA						
OG0019553								Anofar_AFAF004526-RA						
OG0019554								Anofar_AFAF010996-RA						
OG0019555								Anofar_AFAF017029-RA						
OG0019556								Anofar_AFAF012030-RA						
OG0019557								Anofar_AFAF012954-RA						
OG0019558								Anofar_AFAF014417-RA						
OG0019559								Anofar_AFAF019273-RA						
OG0019560								Anofar_AFAF001969-RA						
OG0019561								Anofar_AFAF019584-RA						
OG0019562								Anofar_AFAF014475-RA						
OG0019563								Anofar_AFAF016150-RA						
OG0019564								Anofar_AFAF003580-RA						
OG0019565								Anofar_AFAF002485-RA						
OG0019566								Anofar_AFAF014557-RA						
OG0019567								Anofar_AFAF004810-RA						
OG0019568								Anofar_AFAF005924-RA						
OG0019569								Anofar_AFAF007498-RA						
OG0019570								Anofar_AFAF009276-RA						
OG0019571								Anofar_AFAF003261-RA						
OG0019572								Anofar_AFAF015317-RA						
OG0019573								Anofar_AFAF005175-RA						
OG0019574								Anofar_AFAF004647-RA						
OG0019575								Anofar_AFAF008787-RA						
OG0019576								Anofar_AFAF005520-RA						
OG0019577								Anofar_AFAF020259-RA						
OG0019578								Anofar_AFAF018222-RA						
OG0019579								Anofar_AFAF017549-RA						
OG0019580								Anofar_AFAF004218-RA						
OG0019581								Anofar_AFAF008065-RA						
OG0019582								Anofar_AFAF014535-RA						
OG0019583								Anofar_AFAF015874-RA						
OG0019584								Anofar_AFAF007138-RA						
OG0019585								Anofar_AFAF009305-RA						
OG0019586								Anofar_AFAF006041-RA						
OG0019587								Anofar_AFAF017927-RA						
OG0019588								Anofar_AFAF010221-RA						
OG0019589								Anofar_AFAF009569-RA						
OG0019590								Anofar_AFAF013681-RA						
OG0019591								Anofar_AFAF013056-RA						
OG0019592								Anofar_AFAF015740-RA						
OG0019593								Anofar_AFAF006569-RA						
OG0019594								Anofar_AFAF015567-RA						
OG0019595								Anofar_AFAF007654-RA						
OG0019596								Anofar_AFAF000745-RA						
OG0019597								Anofar_AFAF000541-RA						
OG0019598								Anofar_AFAF002957-RA						
OG0019599								Anofar_AFAF009390-RA						
OG0019600								Anofar_AFAF015240-RA						
OG0019601								Anofar_AFAF015339-RA						
OG0019602								Anofar_AFAF000243-RA						
